,0
13984, ben the jundland wastes are not to be traveled lightly  tell me young luke what brings you out this far
13985, luke oh this little droid  i think hes searching for his former master  ive never seen such devotion in a droid before there seems tobe no stopping him  he claims to be the property of an obiwan kenobi  is he a relative of yours  do you know who hes talking about
13986, ben obiwan kenobi obiwan  now thats a name i havent heard in a long time a long time
13987, luke i think my uncle knew him  he said he was dead
13988, ben oh hes not dead no not yet
13989, luke you know him
13990, ben well of course of course i know him  hes me  i havent gone by the name obiwan since oh before you were born
13991, luke then the droid does belong to you
13992, ben dont seem to remember ever owning a droid  very interesting 
13993, ben i think we better get indoors  the sand people are easily startled but they will soon be back and in greater numbers
13994, luke  threepio
13995, threepio where am i  i must have taken a bad step
13996, luke can you stand  weve got to get out of here before the sand people return
13997, threepio i dont think i can make it  you go on master luke  theres no sense in you risking yourself on my account  im done for
13998, luke no youre not  what kind of talk is that
13999, ben quickly son theyre on the move
14000, luke no my father didnt fight in the wars  he was a navigator on a spice freighter
14001, ben thats what your uncle told you  he didnt hold with your fathers ideals  thought he should have stayed here and not gotten involved
14002, luke you fought in the clone wars
14003, ben yes i was once a jedi knight the same as your father
14004, luke i wish id known him
14005, ben he was the best starpilot in the galaxy and a cunning warrior  i understand youve become quite a good pilot yourself  and he was a good friend  which reminds me
14006, ben i have something here for you  your father wanted you to have this when you were old enough but your uncle wouldnt allow it  he feared you might follow old obiwan on some damnedfool idealistic crusade like your father did 
14007, threepio sir if youll not be needing me ill close down for awhile
14008, luke sure go ahead
14009, luke what is it
14010, ben your fathers lightsaber  this is the weapon of a jedi knight  not as clumsy or as random as a blaster
14011, ben an elegant weapon for a morecivilized time  for over a thousand generations the jedi knights were the guardians of peace and justice in the old republic  before the dark times before the empire
14012, luke how did my father die
14013, ben a young jedi named darth vader who was a pupil of mine until he turned to evil helped the empire hunt down and destroy the jedi knights  he betrayed and murdered your father  now the jedi are all but extinct  vader was seduced by the dark side of the force
14014, luke the force
14015, ben well the force is what gives the jedi his power  its an energy field created by all living things  it surrounds us and penetrates us  it binds the galaxy together
14016, ben now lets see if we cant figure out what you are my little friend  and where you come from
14017, luke i saw part of the message he was
14018, ben i seem to have found it
14019, leia general kenobi years ago you served my father in the clone wars  now he begs you to help him in his struggle against the empire  i regret that i am unable to present my fathers request to you in person but my ship has fallen under attack and im afraid my mission to bring you to alderaan has failed  i have placed information vital to the survival of the rebellion into the memory systems of this r unit  my father will know how to retrieve it  you must see this droid safely delivered to him on alderaan  this is our most desperate hour  help me obiwan kenobi youre my only hope
14020, ben you must learn the ways of the force if youre to come with me to alderaan
14021, luke alderaan  im not going to alderaan  ive got to go home  its late im in for it as it is
14022, ben i need your help luke  im getting too old for this sort of thingshe needs your help
14023, luke i cant get involved  ive got work to do  its not that i like the empire  i hate it  but theres nothing i can do about it right now  its such a long way from here
14024, ben thats your uncle talking
14025, luke oh god my uncle  how am i ever going to explain this
14026, ben learn about the force luke
14027, luke look i can take you as far as anchorhead  you can get a transport there to mos eisley or wherever youre going
